PageRank Results for adaptec1
============================================================
Total components: 211447
Damping factor: 0.85
============================================================

Rank     Component                      PageRank Score 
198377   o199722                        0.00000102     
198378   o199810                        0.00000102     
198379   o199805                        0.00000102     
198380   o199723                        0.00000102     
198381   o76414                         0.00000102     
198382   o169927                        0.00000102     
198383   o169809                        0.00000102     
198384   o169996                        0.00000102     
198385   o169988                        0.00000102     
198386   o111235                        0.00000102     
198387   o15699                         0.00000102     
198388   o73410                         0.00000102     
198389   o65667                         0.00000102     
198390   o163493                        0.00000102     
198391   o156959                        0.00000102     
198392   o75266                         0.00000102     
198393   o60939                         0.00000102     
198394   o103630                        0.00000102     
198395   o121793                        0.00000102     
198396   o121763                        0.00000102     
198397   o121764                        0.00000102     
198398   o121762                        0.00000102     
198399   o121765                        0.00000102     
198400   o138569                        0.00000102     
198401   o138541                        0.00000102     
198402   o138540                        0.00000102     
198403   o138539                        0.00000102     
198404   o138538                        0.00000102     
198405   o144927                        0.00000102     
198406   o144925                        0.00000102     
198407   o144926                        0.00000102     
198408   o144922                        0.00000102     
198409   o144929                        0.00000102     
198410   o144928                        0.00000102     
198411   o144923                        0.00000102     
198412   o144921                        0.00000102     
198413   o144924                        0.00000102     
198414   o144920                        0.00000102     
198415   o75225                         0.00000102     
198416   o73279                         0.00000102     
198417   o179047                        0.00000102     
198418   o145657                        0.00000102     
198419   o142995                        0.00000102     
198420   o172604                        0.00000102     
198421   o22897                         0.00000102     
198422   o158305                        0.00000102     
198423   o170004                        0.00000102     
198424   o58344                         0.00000102     
198425   o22080                         0.00000102     
198426   o22908                         0.00000102     
198427   o75137                         0.00000102     
198428   o74878                         0.00000102     
198429   o74786                         0.00000102     
198430   o74930                         0.00000102     
198431   o77353                         0.00000102     
198432   o129363                        0.00000102     
198433   o73438                         0.00000102     
198434   o176450                        0.00000102     
198435   o77048                         0.00000102     
198436   o108398                        0.00000102     
198437   o175109                        0.00000102     
198438   o174991                        0.00000102     
198439   o65995                         0.00000102     
198440   o179033                        0.00000102     
198441   o188150                        0.00000102     
198442   o58225                         0.00000102     
198443   o74974                         0.00000102     
198444   o74990                         0.00000102     
198445   o75118                         0.00000102     
198446   o75065                         0.00000102     
198447   o75209                         0.00000102     
198448   o74773                         0.00000102     
198449   o175170                        0.00000102     
198450   o185465                        0.00000102     
198451   o111189                        0.00000102     
198452   o156913                        0.00000102     
198453   o24141                         0.00000102     
198454   o175139                        0.00000102     
198455   o159555                        0.00000102     
198456   o193199                        0.00000102     
198457   o25270                         0.00000102     
198458   o111231                        0.00000102     
198459   o54506                         0.00000102     
198460   o65720                         0.00000102     
198461   o147674                        0.00000102     
198462   o75122                         0.00000102     
198463   o74834                         0.00000102     
198464   o74850                         0.00000102     
198465   o74866                         0.00000102     
198466   o74881                         0.00000102     
198467   o74898                         0.00000102     
198468   o74914                         0.00000102     
198469   o74978                         0.00000102     
198470   o74994                         0.00000102     
198471   o75010                         0.00000102     
198472   o75038                         0.00000102     
198473   o75054                         0.00000102     
198474   o75086                         0.00000102     
198475   o75106                         0.00000102     
198476   o75182                         0.00000102     
198477   o75198                         0.00000102     
198478   o75214                         0.00000102     
198479   o75234                         0.00000102     
198480   o75246                         0.00000102     
198481   o75262                         0.00000102     
198482   o1126                          0.00000102     
198483   o1127                          0.00000102     
198484   o1128                          0.00000102     
198485   o157049                        0.00000102     
198486   o1120                          0.00000102     
198487   o175115                        0.00000102     
198488   o75026                         0.00000102     
198489   o75042                         0.00000102     
198490   o74910                         0.00000102     
198491   o74926                         0.00000102     
198492   o74942                         0.00000102     
198493   o74958                         0.00000102     
198494   o75006                         0.00000102     
198495   o75134                         0.00000102     
198496   o75166                         0.00000102     
198497   o195719                        0.00000102     
198498   o164698                        0.00000102     
198499   o164751                        0.00000102     
198500   o138406                        0.00000102     
198501   o190647                        0.00000102     
198502   o195898                        0.00000102     
198503   o147667                        0.00000102     
198504   o145168                        0.00000102     
198505   o145162                        0.00000102     
198506   o145167                        0.00000102     
198507   o145169                        0.00000102     
198508   o145166                        0.00000102     
198509   o75070                         0.00000102     
198510   o195914                        0.00000102     
198511   o204796                        0.00000102     
198512   o83669                         0.00000102     
198513   o54070                         0.00000102     
198514   o58780                         0.00000102     
198515   o147671                        0.00000102     
198516   o126359                        0.00000102     
198517   o79465                         0.00000102     
198518   o31963                         0.00000102     
198519   o195906                        0.00000102     
198520   o157002                        0.00000102     
198521   o111704                        0.00000102     
198522   o111701                        0.00000102     
198523   o111703                        0.00000102     
198524   o111699                        0.00000102     
198525   o111700                        0.00000102     
198526   o115652                        0.00000102     
198527   o115651                        0.00000102     
198528   o115649                        0.00000102     
198529   o115650                        0.00000102     
198530   o115644                        0.00000102     
198531   o164686                        0.00000102     
198532   o79507                         0.00000102     
198533   o167413                        0.00000102     
198534   o66133                         0.00000102     
198535   o156925                        0.00000101     
198536   o127805                        0.00000101     
198537   o74894                         0.00000101     
198538   o145085                        0.00000101     
198539   o145088                        0.00000101     
198540   o145089                        0.00000101     
198541   o145086                        0.00000101     
198542   o145081                        0.00000101     
198543   o188056                        0.00000101     
198544   o156978                        0.00000101     
198545   o144876                        0.00000101     
198546   o144873                        0.00000101     
198547   o144874                        0.00000101     
198548   o144875                        0.00000101     
198549   o144871                        0.00000101     
198550   o65866                         0.00000101     
198551   o172510                        0.00000101     
198552   o164745                        0.00000101     
198553   o167289                        0.00000101     
198554   o167342                        0.00000101     
198555   o148809                        0.00000101     
198556   o164775                        0.00000101     
198557   o155714                        0.00000101     
198558   o49944                         0.00000101     
198559   o147673                        0.00000101     
198560   o181630                        0.00000101     
198561   o164627                        0.00000101     
198562   o139085                        0.00000101     
198563   o86703                         0.00000101     
198564   o164822                        0.00000101     
198565   o164814                        0.00000101     
198566   o164806                        0.00000101     
198567   o21129                         0.00000101     
198568   o73689                         0.00000101     
198569   o19085                         0.00000101     
198570   o63570                         0.00000101     
198571   o81510                         0.00000101     
198572   o188070                        0.00000101     
198573   o167277                        0.00000101     
198574   o199557                        0.00000101     
198575   o199584                        0.00000101     
198576   o199579                        0.00000101     
198577   o199568                        0.00000101     
198578   o199600                        0.00000101     
198579   o199524                        0.00000101     
198580   o199520                        0.00000101     
198581   o199605                        0.00000101     
198582   o199603                        0.00000101     
198583   o199590                        0.00000101     
198584   o199602                        0.00000101     
198585   o199599                        0.00000101     
198586   o199597                        0.00000101     
198587   o199582                        0.00000101     
198588   o199573                        0.00000101     
198589   o199565                        0.00000101     
198590   o199575                        0.00000101     
198591   o199570                        0.00000101     
198592   o199561                        0.00000101     
198593   o199587                        0.00000101     
198594   o199586                        0.00000101     
198595   o199580                        0.00000101     
198596   o199577                        0.00000101     
198597   o199554                        0.00000101     
198598   o199550                        0.00000101     
198599   o199595                        0.00000101     
198600   o199589                        0.00000101     
198601   o199588                        0.00000101     
198602   o199535                        0.00000101     
198603   o199526                        0.00000101     
198604   o199525                        0.00000101     
198605   o199551                        0.00000101     
198606   o199531                        0.00000101     
198607   o199532                        0.00000101     
198608   o199493                        0.00000101     
198609   o199475                        0.00000101     
198610   o199539                        0.00000101     
198611   o199495                        0.00000101     
198612   o199491                        0.00000101     
198613   o199560                        0.00000101     
198614   o199548                        0.00000101     
198615   o199537                        0.00000101     
198616   o199519                        0.00000101     
198617   o199517                        0.00000101     
198618   o199513                        0.00000101     
198619   o199518                        0.00000101     
198620   o199515                        0.00000101     
198621   o199499                        0.00000101     
198622   o199512                        0.00000101     
198623   o199511                        0.00000101     
198624   o199508                        0.00000101     
198625   o199562                        0.00000101     
198626   o199559                        0.00000101     
198627   o199555                        0.00000101     
198628   o199571                        0.00000101     
198629   o199567                        0.00000101     
198630   o199544                        0.00000101     
198631   o199552                        0.00000101     
198632   o199541                        0.00000101     
198633   o199476                        0.00000101     
198634   o199507                        0.00000101     
198635   o199485                        0.00000101     
198636   o199473                        0.00000101     
198637   o199547                        0.00000101     
198638   o199478                        0.00000101     
198639   o199477                        0.00000101     
198640   o13251                         0.00000101     
198641   o182668                        0.00000101     
198642   o147669                        0.00000101     
198643   o167323                        0.00000101     
198644   o147666                        0.00000101     
198645   o81538                         0.00000101     
198646   o188017                        0.00000101     
198647   o195790                        0.00000101     
198648   o94017                         0.00000101     
198649   o66159                         0.00000101     
198650   o115250                        0.00000101     
198651   o188005                        0.00000101     
198652   o143521                        0.00000101     
198653   o99997                         0.00000101     
198654   o99120                         0.00000101     
198655   o89119                         0.00000101     
198656   o78212                         0.00000101     
198657   o33682                         0.00000101     
198658   o163495                        0.00000101     
198659   o110403                        0.00000101     
198660   o114351                        0.00000101     
198661   o172465                        0.00000101     
198662   o172477                        0.00000101     
198663   o88686                         0.00000101     
198664   o86738                         0.00000101     
198665   o75927                         0.00000101     
198666   o179046                        0.00000101     
198667   o162184                        0.00000101     
198668   o145023                        0.00000101     
198669   o145024                        0.00000101     
198670   o145021                        0.00000101     
198671   o145027                        0.00000101     
198672   o145029                        0.00000101     
198673   o182882                        0.00000101     
198674   o74761                         0.00000101     
198675   o159516                        0.00000101     
198676   o31018                         0.00000101     
198677   o169914                        0.00000101     
198678   o24200                         0.00000101     
198679   o143019                        0.00000101     
198680   o162154                        0.00000101     
198681   o159569                        0.00000101     
198682   o24166                         0.00000101     
198683   o158307                        0.00000101     
198684   o79230                         0.00000101     
198685   o179035                        0.00000101     
198686   o172595                        0.00000101     
198687   o131680                        0.00000101     
198688   o162223                        0.00000101     
198689   o115423                        0.00000101     
198690   o179040                        0.00000101     
198691   o84370                         0.00000101     
198692   o179037                        0.00000101     
198693   o159504                        0.00000101     
198694   o66095                         0.00000101     
198695   o155720                        0.00000101     
198696   o131688                        0.00000101     
198697   o131679                        0.00000101     
198698   o55287                         0.00000101     
198699   o63581                         0.00000101     
198700   o179039                        0.00000101     
198701   o131686                        0.00000101     
198702   o182912                        0.00000101     
198703   o131687                        0.00000101     
198704   o184219                        0.00000101     
198705   o128502                        0.00000101     
198706   o131678                        0.00000101     
198707   o131681                        0.00000101     
198708   o131682                        0.00000101     
198709   o131683                        0.00000101     
198710   o195867                        0.00000101     
198711   o65857                         0.00000101     
198712   o131685                        0.00000101     
198713   o96374                         0.00000101     
198714   o128769                        0.00000101     
198715   o128772                        0.00000101     
198716   o128770                        0.00000101     
198717   o128774                        0.00000101     
198718   o128768                        0.00000101     
198719   o131684                        0.00000101     
198720   o6330                          0.00000101     
198721   o131689                        0.00000101     
198722   o114111                        0.00000101     
198723   o195843                        0.00000101     
198724   o84380                         0.00000101     
198725   o162036                        0.00000101     
198726   o190685                        0.00000101     
198727   o203200                        0.00000101     
198728   o63                            0.00000101     
198729   o175096                        0.00000101     
198730   o129025                        0.00000101     
198731   o129018                        0.00000101     
198732   o129020                        0.00000101     
198733   o129019                        0.00000101     
198734   o129024                        0.00000101     
198735   o162215                        0.00000101     
198736   o54293                         0.00000101     
198737   o66164                         0.00000101     
198738   o159624                        0.00000101     
198739   o111066                        0.00000101     
198740   o48532                         0.00000101     
198741   o133186                        0.00000101     
198742   o116073                        0.00000101     
198743   o205487                        0.00000101     
198744   o209494                        0.00000101     
198745   o209491                        0.00000101     
198746   o205467                        0.00000101     
198747   o101930                        0.00000101     
198748   o101929                        0.00000101     
198749   o209510                        0.00000101     
198750   o101928                        0.00000101     
198751   o102512                        0.00000101     
198752   o102511                        0.00000101     
198753   o209495                        0.00000101     
198754   o115014                        0.00000101     
198755   o91791                         0.00000101     
198756   o29959                         0.00000101     
198757   o153338                        0.00000101     
198758   o55332                         0.00000101     
198759   o126610                        0.00000101     
198760   o144935                        0.00000101     
198761   o144931                        0.00000101     
198762   o144933                        0.00000101     
198763   o144934                        0.00000101     
198764   o144932                        0.00000101     
198765   o193252                        0.00000101     
198766   o180244                        0.00000101     
198767   o193246                        0.00000101     
198768   o164732                        0.00000101     
198769   o162724                        0.00000101     
198770   o160134                        0.00000101     
198771   o160133                        0.00000101     
198772   o173090                        0.00000101     
198773   o173089                        0.00000101     
198774   o173088                        0.00000101     
198775   o22074                         0.00000101     
198776   o150346                        0.00000101     
198777   o86428                         0.00000101     
198778   o44250                         0.00000101     
198779   o159593                        0.00000101     
198780   o6367                          0.00000101     
198781   o23312                         0.00000101     
198782   o180297                        0.00000101     
198783   o128785                        0.00000101     
198784   o128779                        0.00000101     
198785   o128781                        0.00000101     
198786   o128777                        0.00000101     
198787   o128782                        0.00000101     
198788   o185426                        0.00000101     
198789   o185479                        0.00000101     
198790   o193819                        0.00000101     
198791   o193818                        0.00000101     
198792   o193817                        0.00000101     
198793   o193816                        0.00000101     
198794   o196410                        0.00000101     
198795   o196409                        0.00000101     
198796   o188635                        0.00000101     
198797   o188634                        0.00000101     
198798   o193307                        0.00000101     
198799   o193315                        0.00000101     
198800   o65856                         0.00000101     
198801   o185414                        0.00000101     
198802   o193128                        0.00000101     
198803   o185503                        0.00000101     
198804   o177653                        0.00000101     
198805   o159445                        0.00000101     
198806   o159563                        0.00000101     
198807   o193323                        0.00000101     
198808   o143021                        0.00000101     
198809   o193276                        0.00000101     
198810   o155721                        0.00000101     
198811   o182835                        0.00000101     
198812   o128964                        0.00000101     
198813   o128965                        0.00000101     
198814   o128959                        0.00000101     
198815   o128960                        0.00000101     
198816   o128963                        0.00000101     
198817   o12202                         0.00000101     
198818   o180232                        0.00000101     
198819   o66004                         0.00000101     
198820   o4035                          0.00000101     
198821   o162160                        0.00000101     
198822   o188064                        0.00000101     
198823   o119543                        0.00000101     
198824   o18029                         0.00000101     
198825   o73399                         0.00000101     
198826   o190537                        0.00000101     
198827   o73428                         0.00000101     
198828   o184221                        0.00000101     
198829   o172548                        0.00000101     
198830   o181627                        0.00000101     
198831   o162107                        0.00000101     
198832   o190732                        0.00000101     
198833   o172518                        0.00000101     
198834   o190655                        0.00000101     
198835   o190716                        0.00000101     
198836   o182823                        0.00000101     
198837   o66511                         0.00000101     
198838   o66512                         0.00000101     
198839   o66510                         0.00000101     
198840   o64619                         0.00000101     
198841   o155727                        0.00000101     
198842   o92520                         0.00000101     
198843   o190724                        0.00000101     
198844   o27629                         0.00000101     
198845   o73335                         0.00000101     
198846   o172579                        0.00000101     
198847   o73456                         0.00000101     
198848   o33551                         0.00000101     
198849   o128885                        0.00000101     
198850   o128881                        0.00000101     
198851   o128877                        0.00000101     
198852   o128880                        0.00000101     
198853   o128883                        0.00000101     
198854   o7424                          0.00000101     
198855   o145529                        0.00000101     
198856   o142997                        0.00000101     
198857   o172400                        0.00000101     
198858   o162095                        0.00000101     
198859   o187946                        0.00000101     
198860   o188094                        0.00000101     
198861   o188133                        0.00000101     
198862   o188141                        0.00000101     
198863   o188125                        0.00000101     
198864   o135509                        0.00000101     
198865   o172587                        0.00000101     
198866   o65824                         0.00000101     
198867   o129051                        0.00000101     
198868   o129052                        0.00000101     
198869   o129050                        0.00000101     
198870   o129049                        0.00000101     
198871   o129055                        0.00000101     
198872   o162141                        0.00000101     
198873   o65923                         0.00000101     
198874   o70857                         0.00000101     
198875   o38570                         0.00000101     
198876   o38569                         0.00000101     
198877   o38568                         0.00000101     
198878   o195778                        0.00000101     
198879   o63386                         0.00000101     
198880   o63368                         0.00000101     
198881   o63395                         0.00000101     
198882   o182869                        0.00000101     
198883   o177588                        0.00000101     
198884   o115268                        0.00000101     
198885   o52594                         0.00000101     
198886   o50971                         0.00000101     
198887   o55354                         0.00000101     
198888   o163494                        0.00000101     
198889   o79301                         0.00000101     
198890   o66050                         0.00000101     
198891   o18845                         0.00000101     
198892   o66434                         0.00000101     
198893   o66433                         0.00000101     
198894   o66432                         0.00000101     
198895   o64598                         0.00000101     
198896   o110156                        0.00000101     
198897   o65826                         0.00000101     
198898   o89360                         0.00000101     
198899   o94788                         0.00000101     
198900   o1675                          0.00000101     
198901   o65844                         0.00000101     
198902   o158318                        0.00000101     
198903   o158310                        0.00000101     
198904   o65783                         0.00000101     
198905   o66459                         0.00000101     
198906   o66458                         0.00000101     
198907   o66457                         0.00000101     
198908   o64605                         0.00000101     
198909   o19791                         0.00000101     
198910   o79464                         0.00000101     
198911   o145692                        0.00000101     
198912   o142994                        0.00000101     
198913   o15761                         0.00000101     
198914   o4100                          0.00000101     
198915   o58049                         0.00000101     
198916   o185460                        0.00000101     
198917   o160901                        0.00000101     
198918   o24309                         0.00000101     
198919   o182841                        0.00000101     
198920   o54066                         0.00000101     
198921   o22913                         0.00000101     
198922   o159550                        0.00000101     
198923   o144974                        0.00000101     
198924   o144978                        0.00000101     
198925   o144973                        0.00000101     
198926   o144971                        0.00000101     
198927   o144979                        0.00000101     
198928   o120763                        0.00000101     
198929   o137539                        0.00000101     
198930   o65986                         0.00000101     
198931   o144759                        0.00000101     
198932   o89321                         0.00000101     
198933   o132620                        0.00000101     
198934   o13390                         0.00000101     
198935   o84378                         0.00000101     
198936   o161966                        0.00000101     
198937   o197128                        0.00000101     
198938   o206359                        0.00000101     
198939   o206358                        0.00000101     
198940   o206357                        0.00000101     
198941   o129331                        0.00000101     
198942   o9871                          0.00000101     
198943   o7221                          0.00000101     
198944   o66464                         0.00000101     
198945   o66463                         0.00000101     
198946   o66462                         0.00000101     
198947   o64603                         0.00000101     
198948   o66052                         0.00000101     
198949   o62808                         0.00000101     
198950   o65997                         0.00000101     
198951   o190642                        0.00000101     
198952   o188051                        0.00000101     
198953   o78219                         0.00000101     
198954   o177576                        0.00000101     
198955   o65999                         0.00000101     
198956   o47588                         0.00000101     
198957   o45811                         0.00000101     
198958   o94134                         0.00000101     
198959   o203549                        0.00000101     
198960   o172505                        0.00000101     
198961   o136313                        0.00000101     
198962   o145134                        0.00000101     
198963   o145135                        0.00000101     
198964   o145132                        0.00000101     
198965   o145133                        0.00000101     
198966   o145139                        0.00000101     
198967   o65694                         0.00000101     
198968   o66126                         0.00000101     
198969   o138859                        0.00000101     
198970   o129038                        0.00000101     
198971   o129040                        0.00000101     
198972   o129041                        0.00000101     
198973   o129042                        0.00000101     
198974   o129044                        0.00000101     
198975   o129779                        0.00000101     
198976   o137107                        0.00000101     
198977   o66170                         0.00000101     
198978   o148605                        0.00000101     
198979   o195649                        0.00000101     
198980   o65836                         0.00000101     
198981   o144958                        0.00000101     
198982   o144955                        0.00000101     
198983   o144954                        0.00000101     
198984   o144951                        0.00000101     
198985   o144957                        0.00000101     
198986   o158319                        0.00000101     
198987   o135521                        0.00000101     
198988   o79214                         0.00000101     
198989   o66148                         0.00000101     
198990   o65935                         0.00000101     
198991   o129347                        0.00000101     
198992   o160903                        0.00000101     
198993   o30568                         0.00000101     
198994   o79355                         0.00000101     
198995   o132921                        0.00000101     
198996   o79246                         0.00000101     
198997   o108399                        0.00000101     
198998   o78216                         0.00000101     
198999   o177765                        0.00000101     
199000   o118745                        0.00000101     
199001   o65822                         0.00000101     
199002   o25036                         0.00000101     
199003   o25059                         0.00000101     
199004   o65921                         0.00000101     
199005   o146115                        0.00000101     
199006   o98275                         0.00000101     
199007   o128817                        0.00000101     
199008   o128825                        0.00000101     
199009   o128818                        0.00000101     
199010   o128823                        0.00000101     
199011   o128820                        0.00000101     
199012   o129283                        0.00000101     
199013   o65662                         0.00000101     
199014   o65884                         0.00000101     
199015   o193058                        0.00000101     
199016   o128337                        0.00000101     
199017   o132824                        0.00000101     
199018   o118733                        0.00000101     
199019   o130127                        0.00000101     
199020   o84372                         0.00000101     
199021   o155722                        0.00000101     
199022   o17233                         0.00000101     
199023   o179034                        0.00000101     
199024   o65641                         0.00000101     
199025   o76050                         0.00000101     
199026   o54941                         0.00000101     
199027   o734                           0.00000101     
199028   o54933                         0.00000101     
199029   o736                           0.00000101     
199030   o54937                         0.00000101     
199031   o737                           0.00000101     
199032   o144968                        0.00000101     
199033   o144965                        0.00000101     
199034   o144961                        0.00000101     
199035   o144966                        0.00000101     
199036   o144962                        0.00000101     
199037   o65837                         0.00000101     
199038   o84376                         0.00000101     
199039   o199250                        0.00000101     
199040   o199246                        0.00000101     
199041   o199239                        0.00000101     
199042   o65872                         0.00000101     
199043   o65936                         0.00000101     
199044   o73397                         0.00000101     
199045   o66124                         0.00000101     
199046   o73391                         0.00000101     
199047   o73426                         0.00000101     
199048   o65907                         0.00000101     
199049   o73420                         0.00000101     
199050   o4827                          0.00000101     
199051   o129235                        0.00000101     
199052   o146158                        0.00000101     
199053   o143533                        0.00000101     
199054   o145695                        0.00000101     
199055   o73331                         0.00000101     
199056   o73454                         0.00000101     
199057   o73327                         0.00000101     
199058   o47982                         0.00000101     
199059   o73448                         0.00000101     
199060   o182758                        0.00000101     
199061   o81503                         0.00000101     
199062   o65808                         0.00000101     
199063   o120081                        0.00000101     
199064   o120082                        0.00000101     
199065   o120084                        0.00000101     
199066   o120083                        0.00000101     
199067   o47834                         0.00000101     
199068   o63576                         0.00000101     
199069   o46636                         0.00000101     
199070   o121788                        0.00000101     
199071   o138564                        0.00000101     
199072   o160902                        0.00000101     
199073   o76418                         0.00000101     
199074   o71666                         0.00000101     
199075   o71682                         0.00000101     
199076   o129267                        0.00000101     
199077   o24139                         0.00000101     
199078   o65750                         0.00000101     
199079   o61798                         0.00000101     
199080   o95428                         0.00000101     
199081   o94033                         0.00000101     
199082   o65860                         0.00000101     
199083   o47824                         0.00000101     
199084   o15695                         0.00000101     
199085   o199883                        0.00000101     
199086   o199881                        0.00000101     
199087   o199879                        0.00000101     
199088   o199896                        0.00000101     
199089   o199885                        0.00000101     
199090   o199882                        0.00000101     
199091   o199890                        0.00000101     
199092   o199889                        0.00000101     
199093   o199888                        0.00000101     
199094   o199893                        0.00000101     
199095   o199886                        0.00000101     
199096   o199880                        0.00000101     
199097   o115104                        0.00000101     
199098   o180167                        0.00000101     
199099   o111192                        0.00000101     
199100   o16489                         0.00000101     
199101   o128974                        0.00000101     
199102   o128975                        0.00000101     
199103   o128972                        0.00000101     
199104   o128969                        0.00000101     
199105   o128971                        0.00000101     
199106   o79735                         0.00000101     
199107   o163487                        0.00000101     
199108   o180356                        0.00000101     
199109   o156848                        0.00000100     
199110   o95599                         0.00000100     
199111   o66049                         0.00000100     
199112   o177647                        0.00000100     
199113   o120312                        0.00000100     
199114   o118731                        0.00000100     
199115   o111156                        0.00000100     
199116   o103642                        0.00000100     
199117   o103646                        0.00000100     
199118   o103647                        0.00000100     
199119   o103649                        0.00000100     
199120   o180315                        0.00000100     
199121   o182947                        0.00000100     
199122   o158309                        0.00000100     
199123   o65830                         0.00000100     
199124   o73395                         0.00000100     
199125   o73424                         0.00000100     
199126   o91818                         0.00000100     
199127   o28422                         0.00000100     
199128   o73329                         0.00000100     
199129   o66138                         0.00000100     
199130   o73452                         0.00000100     
199131   o190602                        0.00000100     
199132   o190614                        0.00000100     
199133   o114104                        0.00000100     
199134   o133218                        0.00000100     
199135   o163491                        0.00000100     
199136   o74018                         0.00000100     
199137   o74017                         0.00000100     
199138   o74015                         0.00000100     
199139   o74010                         0.00000100     
199140   o74012                         0.00000100     
199141   o93298                         0.00000100     
199142   o157037                        0.00000100     
199143   o89806                         0.00000100     
199144   o91974                         0.00000100     
199145   o65961                         0.00000100     
199146   o1400                          0.00000100     
199147   o184227                        0.00000100     
199148   o169886                        0.00000100     
199149   o76419                         0.00000100     
199150   o120301                        0.00000100     
199151   o169874                        0.00000100     
199152   o115135                        0.00000100     
199153   o33337                         0.00000100     
199154   o67820                         0.00000100     
199155   o199028                        0.00000100     
199156   o198867                        0.00000100     
199157   o199066                        0.00000100     
199158   o24140                         0.00000100     
199159   o63393                         0.00000100     
199160   o84374                         0.00000100     
199161   o67426                         0.00000100     
199162   o136854                        0.00000100     
199163   o136856                        0.00000100     
199164   o136853                        0.00000100     
199165   o136855                        0.00000100     
199166   o163497                        0.00000100     
199167   o91657                         0.00000100     
199168   o77489                         0.00000100     
199169   o84418                         0.00000100     
199170   o65873                         0.00000100     
199171   o100236                        0.00000100     
199172   o129541                        0.00000100     
199173   o127347                        0.00000100     
199174   o145977                        0.00000100     
199175   o185349                        0.00000100     
199176   o153534                        0.00000100     
199177   o108058                        0.00000100     
199178   o90368                         0.00000100     
199179   o317                           0.00000100     
199180   o66096                         0.00000100     
