PageRank Results for bigblue1
============================================================
Total components: 278164
Damping factor: 0.85
============================================================

Rank     Component                      PageRank Score 
188577   o26683                         0.00000147     
188578   o134795                        0.00000147     
188579   o17823                         0.00000147     
188580   o188423                        0.00000147     
188581   o13299                         0.00000147     
188582   o123630                        0.00000147     
188583   o242937                        0.00000147     
188584   o241947                        0.00000147     
188585   o19739                         0.00000147     
188586   o247519                        0.00000147     
188587   o150991                        0.00000147     
188588   o168989                        0.00000147     
188589   o241307                        0.00000147     
188590   o133758                        0.00000147     
188591   o68123                         0.00000147     
188592   o178536                        0.00000147     
188593   o109582                        0.00000147     
188594   o46686                         0.00000147     
188595   o170399                        0.00000147     
188596   o235012                        0.00000147     
188597   o161501                        0.00000147     
188598   o23543                         0.00000147     
188599   o188233                        0.00000147     
188600   o16511                         0.00000147     
188601   o262245                        0.00000147     
188602   o47468                         0.00000147     
188603   o228867                        0.00000147     
188604   o158477                        0.00000147     
188605   o222580                        0.00000147     
188606   o173509                        0.00000147     
188607   o241245                        0.00000147     
188608   o141446                        0.00000147     
188609   o25466                         0.00000147     
188610   o194955                        0.00000147     
188611   o204296                        0.00000147     
188612   o53240                         0.00000147     
188613   o185331                        0.00000147     
188614   o29388                         0.00000147     
188615   o259684                        0.00000147     
188616   o135813                        0.00000147     
188617   o207353                        0.00000147     
188618   o26680                         0.00000147     
188619   o28056                         0.00000147     
188620   o27370                         0.00000147     
188621   o27027                         0.00000147     
188622   o156905                        0.00000147     
188623   o247895                        0.00000147     
188624   o118502                        0.00000147     
188625   o70301                         0.00000147     
188626   o162595                        0.00000147     
188627   o46748                         0.00000147     
188628   o141571                        0.00000147     
188629   o216460                        0.00000147     
188630   o115180                        0.00000147     
188631   o153978                        0.00000147     
188632   o121565                        0.00000147     
188633   o121223                        0.00000147     
188634   o152488                        0.00000147     
188635   o163892                        0.00000147     
188636   o81801                         0.00000147     
188637   o228874                        0.00000147     
188638   o255929                        0.00000147     
188639   o124483                        0.00000147     
188640   o116606                        0.00000147     
188641   o85148                         0.00000147     
188642   o88423                         0.00000147     
188643   o91711                         0.00000147     
188644   o164020                        0.00000147     
188645   o172165                        0.00000147     
188646   o180289                        0.00000147     
188647   o188341                        0.00000147     
188648   o196465                        0.00000147     
188649   o201207                        0.00000147     
188650   o118626                        0.00000147     
188651   o166578                        0.00000147     
188652   o135285                        0.00000147     
188653   o203916                        0.00000147     
188654   o229468                        0.00000147     
188655   o186629                        0.00000147     
188656   o203922                        0.00000147     
188657   o242890                        0.00000147     
188658   o241909                        0.00000147     
188659   o231584                        0.00000147     
188660   o98177                         0.00000147     
188661   o128040                        0.00000147     
188662   o141955                        0.00000147     
188663   o179573                        0.00000147     
188664   o34215                         0.00000147     
188665   o135114                        0.00000147     
188666   o28477                         0.00000147     
188667   o235708                        0.00000147     
188668   o132225                        0.00000147     
188669   o236452                        0.00000147     
188670   o235541                        0.00000147     
188671   o68114                         0.00000147     
188672   o93800                         0.00000147     
188673   o241223                        0.00000147     
188674   o259581                        0.00000147     
188675   o247369                        0.00000147     
188676   o17806                         0.00000147     
188677   o176727                        0.00000147     
188678   o91291                         0.00000147     
188679   o33679                         0.00000147     
188680   o111686                        0.00000147     
188681   o249277                        0.00000147     
188682   o53665                         0.00000147     
188683   o27367                         0.00000147     
188684   o194154                        0.00000147     
188685   o38430                         0.00000147     
188686   o113858                        0.00000147     
188687   o124140                        0.00000147     
188688   o124139                        0.00000147     
188689   o208915                        0.00000147     
188690   o229020                        0.00000147     
188691   o276485                        0.00000147     
188692   o93821                         0.00000147     
188693   o93822                         0.00000147     
188694   o117977                        0.00000147     
188695   o198904                        0.00000147     
188696   o130686                        0.00000147     
188697   o175674                        0.00000147     
188698   o228902                        0.00000147     
188699   o210053                        0.00000147     
188700   o112393                        0.00000147     
188701   o215876                        0.00000147     
188702   o80957                         0.00000147     
188703   o235700                        0.00000147     
188704   o155000                        0.00000147     
188705   o202607                        0.00000147     
188706   o154849                        0.00000147     
188707   o94963                         0.00000147     
188708   o142097                        0.00000147     
188709   o27368                         0.00000147     
188710   o11214                         0.00000147     
188711   o179574                        0.00000147     
188712   o53718                         0.00000147     
188713   o241698                        0.00000147     
188714   o149608                        0.00000147     
188715   o124278                        0.00000147     
188716   o46747                         0.00000147     
188717   o185821                        0.00000147     
188718   o196149                        0.00000147     
188719   o228747                        0.00000147     
188720   o228955                        0.00000147     
188721   o28052                         0.00000147     
188722   o27366                         0.00000147     
188723   o27023                         0.00000147     
188724   o193346                        0.00000147     
188725   o38767                         0.00000147     
188726   o155006                        0.00000147     
188727   o260563                        0.00000147     
188728   o2231                          0.00000147     
188729   o160761                        0.00000147     
188730   o12743                         0.00000147     
188731   o12746                         0.00000147     
188732   o273008                        0.00000147     
188733   o82082                         0.00000147     
188734   o261982                        0.00000147     
188735   o261260                        0.00000147     
188736   o138899                        0.00000147     
188737   o159679                        0.00000147     
188738   o226489                        0.00000147     
188739   o266655                        0.00000147     
188740   o261869                        0.00000147     
188741   o222596                        0.00000147     
188742   o4597                          0.00000147     
188743   o185197                        0.00000147     
188744   o126693                        0.00000147     
188745   o133460                        0.00000147     
188746   o140231                        0.00000147     
188747   o175837                        0.00000147     
188748   o237708                        0.00000147     
188749   o134347                        0.00000147     
188750   o158468                        0.00000147     
188751   o276501                        0.00000147     
188752   o141944                        0.00000147     
188753   o72658                         0.00000147     
188754   o128355                        0.00000147     
188755   o223155                        0.00000147     
188756   o202180                        0.00000147     
188757   o207080                        0.00000147     
188758   o236451                        0.00000147     
188759   o235538                        0.00000147     
188760   o189268                        0.00000147     
188761   o85763                         0.00000147     
188762   o112392                        0.00000147     
188763   o73697                         0.00000147     
188764   o216897                        0.00000147     
188765   o223318                        0.00000147     
188766   o93815                         0.00000147     
188767   o216968                        0.00000147     
188768   o241216                        0.00000147     
188769   o231489                        0.00000147     
188770   o241388                        0.00000147     
188771   o241241                        0.00000147     
188772   o161040                        0.00000147     
188773   o218429                        0.00000147     
188774   o241417                        0.00000147     
188775   o249434                        0.00000147     
188776   o242608                        0.00000147     
188777   o241706                        0.00000147     
188778   o194178                        0.00000147     
188779   o169840                        0.00000147     
188780   o124379                        0.00000147     
188781   o18537                         0.00000147     
188782   o99934                         0.00000147     
188783   o257353                        0.00000147     
188784   o229304                        0.00000147     
188785   o134718                        0.00000147     
188786   o174503                        0.00000147     
188787   o190683                        0.00000147     
188788   o200330                        0.00000147     
188789   o38523                         0.00000147     
188790   o102402                        0.00000147     
188791   o121626                        0.00000147     
188792   o216521                        0.00000147     
188793   o9034                          0.00000147     
188794   o202609                        0.00000147     
188795   o208100                        0.00000147     
188796   o135190                        0.00000147     
188797   o216125                        0.00000147     
188798   o201302                        0.00000147     
188799   o185257                        0.00000147     
188800   o218311                        0.00000147     
188801   o17016                         0.00000147     
188802   o167500                        0.00000147     
188803   o175636                        0.00000147     
188804   o169864                        0.00000147     
188805   o8957                          0.00000147     
188806   o70197                         0.00000147     
188807   o22822                         0.00000147     
188808   o91099                         0.00000147     
188809   o79416                         0.00000147     
188810   o56044                         0.00000147     
188811   o158170                        0.00000147     
188812   o75957                         0.00000147     
188813   o201415                        0.00000147     
188814   o135287                        0.00000147     
188815   o126937                        0.00000147     
188816   o58366                         0.00000147     
188817   o150677                        0.00000147     
188818   o44838                         0.00000147     
188819   o53884                         0.00000147     
188820   o218068                        0.00000147     
188821   o21691                         0.00000147     
188822   o182586                        0.00000147     
188823   o220585                        0.00000147     
188824   o241424                        0.00000147     
188825   o101334                        0.00000147     
188826   o56016                         0.00000147     
188827   o127953                        0.00000147     
188828   o75258                         0.00000147     
188829   o216985                        0.00000147     
188830   o276477                        0.00000147     
188831   o276476                        0.00000147     
188832   o276475                        0.00000147     
188833   o276474                        0.00000147     
188834   o276473                        0.00000147     
188835   o276472                        0.00000147     
188836   o35700                         0.00000147     
188837   o170142                        0.00000147     
188838   o34989                         0.00000147     
188839   o218388                        0.00000147     
188840   o241295                        0.00000147     
188841   o78877                         0.00000147     
188842   o216523                        0.00000147     
188843   o86426                         0.00000147     
188844   o85709                         0.00000147     
188845   o102055                        0.00000147     
188846   o80859                         0.00000147     
188847   o217109                        0.00000147     
188848   o260966                        0.00000147     
188849   o122589                        0.00000147     
188850   o44699                         0.00000147     
188851   o241364                        0.00000147     
188852   o78778                         0.00000147     
188853   o175849                        0.00000147     
188854   o241414                        0.00000147     
188855   o16737                         0.00000147     
188856   o172247                        0.00000147     
188857   o241385                        0.00000147     
188858   o254911                        0.00000147     
188859   o70380                         0.00000147     
188860   o194961                        0.00000147     
188861   o102358                        0.00000147     
188862   o228278                        0.00000147     
188863   o180919                        0.00000147     
188864   o12409                         0.00000147     
188865   o12406                         0.00000147     
188866   o241865                        0.00000147     
188867   o201350                        0.00000147     
188868   o78860                         0.00000147     
188869   o60190                         0.00000147     
188870   o179974                        0.00000147     
188871   o164101                        0.00000147     
188872   o143061                        0.00000147     
188873   o243881                        0.00000147     
188874   o56570                         0.00000147     
188875   o277655                        0.00000147     
188876   o217980                        0.00000147     
188877   o119129                        0.00000147     
188878   o45245                         0.00000147     
188879   o106051                        0.00000147     
188880   o106052                        0.00000147     
188881   o139586                        0.00000147     
188882   o277389                        0.00000147     
188883   o169869                        0.00000147     
188884   o220922                        0.00000147     
188885   o247012                        0.00000147     
188886   o56015                         0.00000147     
188887   o22176                         0.00000147     
188888   o257752                        0.00000147     
188889   o10131                         0.00000147     
188890   o12760                         0.00000147     
188891   o85313                         0.00000147     
188892   o91892                         0.00000147     
188893   o95170                         0.00000147     
188894   o56017                         0.00000147     
188895   o75269                         0.00000147     
188896   o116919                        0.00000147     
188897   o23537                         0.00000147     
188898   o116306                        0.00000147     
188899   o230758                        0.00000147     
188900   o157931                        0.00000147     
188901   o51138                         0.00000147     
188902   o230881                        0.00000147     
188903   o110074                        0.00000147     
188904   o110413                        0.00000147     
188905   o105864                        0.00000147     
188906   o241303                        0.00000147     
188907   o216992                        0.00000147     
188908   o216487                        0.00000147     
188909   o241324                        0.00000147     
188910   o101289                        0.00000147     
188911   o128648                        0.00000147     
188912   o239476                        0.00000147     
188913   o161345                        0.00000147     
188914   o254678                        0.00000147     
188915   o254682                        0.00000147     
188916   o121031                        0.00000147     
188917   o214374                        0.00000147     
188918   o241740                        0.00000147     
188919   o17826                         0.00000147     
188920   o7005                          0.00000147     
188921   o213239                        0.00000147     
188922   o19945                         0.00000147     
188923   o152124                        0.00000147     
188924   o179975                        0.00000147     
188925   o218268                        0.00000147     
188926   o88596                         0.00000147     
188927   o88591                         0.00000147     
188928   o95167                         0.00000147     
188929   o85315                         0.00000147     
188930   o85310                         0.00000147     
188931   o91894                         0.00000147     
188932   o91889                         0.00000147     
188933   o95172                         0.00000147     
188934   o71568                         0.00000147     
188935   o276484                        0.00000147     
188936   o181621                        0.00000147     
188937   o21620                         0.00000147     
188938   o241746                        0.00000147     
188939   o115268                        0.00000147     
188940   o190761                        0.00000147     
188941   o193160                        0.00000147     
188942   o159148                        0.00000147     
188943   o40086                         0.00000147     
188944   o88219                         0.00000147     
188945   o39551                         0.00000147     
188946   o32553                         0.00000147     
188947   o230344                        0.00000147     
188948   o229401                        0.00000147     
188949   o174579                        0.00000147     
188950   o90332                         0.00000147     
188951   o109581                        0.00000147     
188952   o88607                         0.00000147     
188953   o163707                        0.00000147     
188954   o182959                        0.00000147     
188955   o216906                        0.00000147     
188956   o75938                         0.00000147     
188957   o50982                         0.00000147     
188958   o93673                         0.00000147     
188959   o202597                        0.00000147     
188960   o276487                        0.00000147     
188961   o20729                         0.00000147     
188962   o103717                        0.00000147     
188963   o112380                        0.00000147     
188964   o276777                        0.00000147     
188965   o225286                        0.00000147     
188966   o182669                        0.00000147     
188967   o27025                         0.00000147     
188968   o26682                         0.00000147     
188969   o40083                         0.00000147     
188970   o209739                        0.00000147     
188971   o236642                        0.00000147     
188972   o235668                        0.00000147     
188973   o51676                         0.00000147     
188974   o206780                        0.00000147     
188975   o203154                        0.00000147     
188976   o27939                         0.00000147     
188977   o51203                         0.00000147     
188978   o89684                         0.00000147     
188979   o88977                         0.00000147     
188980   o27024                         0.00000147     
188981   o26681                         0.00000147     
188982   o121251                        0.00000147     
188983   o118531                        0.00000147     
188984   o124135                        0.00000147     
188985   o126217                        0.00000147     
188986   o151177                        0.00000147     
188987   o153252                        0.00000147     
188988   o202234                        0.00000147     
188989   o167713                        0.00000147     
188990   o152410                        0.00000147     
188991   o17837                         0.00000147     
188992   o39555                         0.00000147     
188993   o32562                         0.00000147     
188994   o186949                        0.00000147     
188995   o241277                        0.00000147     
188996   o155042                        0.00000147     
188997   o155048                        0.00000147     
188998   o137670                        0.00000147     
188999   o85759                         0.00000147     
189000   o86185                         0.00000147     
189001   o58802                         0.00000147     
189002   o167719                        0.00000147     
189003   o167701                        0.00000147     
189004   o26687                         0.00000147     
189005   o127955                        0.00000147     
189006   o233090                        0.00000147     
189007   o36438                         0.00000147     
189008   o109694                        0.00000147     
189009   o114334                        0.00000147     
189010   o151735                        0.00000147     
189011   o4359                          0.00000147     
189012   o151845                        0.00000147     
189013   o255347                        0.00000147     
189014   o228988                        0.00000147     
189015   o159786                        0.00000147     
189016   o201111                        0.00000147     
189017   o219931                        0.00000147     
189018   o14891                         0.00000147     
189019   o73966                         0.00000147     
189020   o73443                         0.00000147     
189021   o215874                        0.00000147     
189022   o230840                        0.00000147     
189023   o230296                        0.00000147     
189024   o229370                        0.00000147     
189025   o18649                         0.00000147     
189026   o218467                        0.00000147     
189027   o265088                        0.00000147     
189028   o106849                        0.00000147     
189029   o231022                        0.00000147     
189030   o14968                         0.00000147     
189031   o20045                         0.00000147     
189032   o276496                        0.00000147     
189033   o23327                         0.00000147     
189034   o181625                        0.00000147     
189035   o53571                         0.00000147     
189036   o239344                        0.00000147     
189037   o120994                        0.00000147     
189038   o45258                         0.00000147     
189039   o177098                        0.00000147     
189040   o71958                         0.00000147     
189041   o235746                        0.00000147     
189042   o205273                        0.00000147     
189043   o250397                        0.00000147     
189044   o241194                        0.00000147     
189045   o165231                        0.00000147     
189046   o230718                        0.00000147     
189047   o124667                        0.00000147     
189048   o70206                         0.00000147     
189049   o230799                        0.00000147     
189050   o241941                        0.00000147     
189051   o119837                        0.00000147     
189052   o243786                        0.00000147     
189053   o16734                         0.00000147     
189054   o82181                         0.00000147     
189055   o134684                        0.00000147     
189056   o7078                          0.00000147     
189057   o234236                        0.00000147     
189058   o230736                        0.00000147     
189059   o116992                        0.00000147     
189060   o108495                        0.00000147     
189061   o90635                         0.00000147     
189062   o172190                        0.00000147     
189063   o219458                        0.00000147     
189064   o241415                        0.00000147     
189065   o235009                        0.00000147     
189066   o15652                         0.00000147     
189067   o235217                        0.00000147     
189068   o259259                        0.00000147     
189069   o73822                         0.00000147     
189070   o73452                         0.00000147     
189071   o110573                        0.00000147     
189072   o201072                        0.00000147     
189073   o226950                        0.00000147     
189074   o109230                        0.00000147     
189075   o27938                         0.00000147     
189076   o170285                        0.00000147     
189077   o56783                         0.00000147     
189078   o20543                         0.00000147     
189079   o235599                        0.00000147     
189080   o44824                         0.00000147     
189081   o222757                        0.00000147     
189082   o97271                         0.00000147     
189083   o81710                         0.00000147     
189084   o44672                         0.00000147     
189085   o234480                        0.00000147     
189086   o20693                         0.00000147     
189087   o11548                         0.00000147     
189088   o241419                        0.00000146     
189089   o241383                        0.00000146     
189090   o176065                        0.00000146     
189091   o184143                        0.00000146     
189092   o192247                        0.00000146     
189093   o241274                        0.00000146     
189094   o241332                        0.00000146     
189095   o119141                        0.00000146     
189096   o171850                        0.00000146     
189097   o147828                        0.00000146     
189098   o219362                        0.00000146     
189099   o178860                        0.00000146     
189100   o33072                         0.00000146     
189101   o109331                        0.00000146     
189102   o107097                        0.00000146     
189103   o215872                        0.00000146     
189104   o273082                        0.00000146     
189105   o241709                        0.00000146     
189106   o234979                        0.00000146     
189107   o196240                        0.00000146     
189108   o116462                        0.00000146     
189109   o105235                        0.00000146     
189110   o68203                         0.00000146     
189111   o235008                        0.00000146     
189112   o216443                        0.00000146     
189113   o128339                        0.00000146     
189114   o155011                        0.00000146     
189115   o14868                         0.00000146     
189116   o213270                        0.00000146     
189117   o234137                        0.00000146     
189118   o241352                        0.00000146     
189119   o100543                        0.00000146     
189120   o171849                        0.00000146     
189121   o82000                         0.00000146     
189122   o216012                        0.00000146     
189123   o82769                         0.00000146     
189124   o70297                         0.00000146     
189125   o9781                          0.00000146     
189126   o9793                          0.00000146     
189127   o9815                          0.00000146     
189128   o276488                        0.00000146     
189129   o259701                        0.00000146     
189130   o215878                        0.00000146     
189131   o124146                        0.00000146     
189132   o155019                        0.00000146     
189133   o155003                        0.00000146     
189134   o23581                         0.00000146     
189135   o197050                        0.00000146     
189136   o203861                        0.00000146     
189137   o104575                        0.00000146     
189138   o250400                        0.00000146     
189139   o223183                        0.00000146     
189140   o235010                        0.00000146     
189141   o27006                         0.00000146     
189142   o25603                         0.00000146     
189143   o17714                         0.00000146     
189144   o25410                         0.00000146     
189145   o241368                        0.00000146     
189146   o246018                        0.00000146     
189147   o120776                        0.00000146     
189148   o128342                        0.00000146     
189149   o109024                        0.00000146     
189150   o27940                         0.00000146     
189151   o160036                        0.00000146     
189152   o155052                        0.00000146     
189153   o171325                        0.00000146     
189154   o84119                         0.00000146     
189155   o87388                         0.00000146     
189156   o124392                        0.00000146     
189157   o153661                        0.00000146     
189158   o195749                        0.00000146     
189159   o273490                        0.00000146     
189160   o241365                        0.00000146     
189161   o140157                        0.00000146     
189162   o153998                        0.00000146     
189163   o261821                        0.00000146     
189164   o241866                        0.00000146     
189165   o193274                        0.00000146     
189166   o193947                        0.00000146     
189167   o118572                        0.00000146     
189168   o149840                        0.00000146     
189169   o13451                         0.00000146     
189170   o86613                         0.00000146     
189171   o86419                         0.00000146     
189172   o100248                        0.00000146     
189173   o185676                        0.00000146     
189174   o155459                        0.00000146     
189175   o194589                        0.00000146     
189176   o47140                         0.00000146     
189177   o197562                        0.00000146     
189178   o230922                        0.00000146     
189179   o23540                         0.00000146     
189180   o249068                        0.00000146     
189181   o20577                         0.00000146     
189182   o20705                         0.00000146     
189183   o21771                         0.00000146     
189184   o243223                        0.00000146     
189185   o18648                         0.00000146     
189186   o203832                        0.00000146     
189187   o240681                        0.00000146     
189188   o41291                         0.00000146     
189189   o39546                         0.00000146     
189190   o32543                         0.00000146     
189191   o9029                          0.00000146     
189192   o190678                        0.00000146     
189193   o104628                        0.00000146     
189194   o156559                        0.00000146     
189195   o205501                        0.00000146     
189196   o175665                        0.00000146     
189197   o137471                        0.00000146     
189198   o277445                        0.00000146     
189199   o120176                        0.00000146     
189200   o193356                        0.00000146     
189201   o256869                        0.00000146     
189202   o84283                         0.00000146     
189203   o234484                        0.00000146     
189204   o10850                         0.00000146     
189205   o109820                        0.00000146     
189206   o16292                         0.00000146     
189207   o41234                         0.00000146     
189208   o218332                        0.00000146     
189209   o222085                        0.00000146     
189210   o248354                        0.00000146     
189211   o195257                        0.00000146     
189212   o154589                        0.00000146     
189213   o48940                         0.00000146     
189214   o27692                         0.00000146     
189215   o170509                        0.00000146     
189216   o141957                        0.00000146     
189217   o257819                        0.00000146     
189218   o186208                        0.00000146     
189219   o29355                         0.00000146     
189220   o235601                        0.00000146     
189221   o234479                        0.00000146     
189222   o32722                         0.00000146     
189223   o81012                         0.00000146     
189224   o185241                        0.00000146     
189225   o61881                         0.00000146     
189226   o127809                        0.00000146     
189227   o25194                         0.00000146     
189228   o101806                        0.00000146     
189229   o36776                         0.00000146     
189230   o246201                        0.00000146     
189231   o229471                        0.00000146     
189232   o222729                        0.00000146     
189233   o50275                         0.00000146     
189234   o241304                        0.00000146     
189235   o201155                        0.00000146     
189236   o105627                        0.00000146     
189237   o91292                         0.00000146     
189238   o233939                        0.00000146     
189239   o101363                        0.00000146     
189240   o127566                        0.00000146     
189241   o186843                        0.00000146     
189242   o33070                         0.00000146     
189243   o179770                        0.00000146     
189244   o230297                        0.00000146     
189245   o229373                        0.00000146     
189246   o113720                        0.00000146     
189247   o178963                        0.00000146     
189248   o80711                         0.00000146     
189249   o76210                         0.00000146     
189250   o41853                         0.00000146     
189251   o235505                        0.00000146     
189252   o27590                         0.00000146     
189253   o230203                        0.00000146     
189254   o229306                        0.00000146     
189255   o231004                        0.00000146     
189256   o276478                        0.00000146     
189257   o96554                         0.00000146     
189258   o234613                        0.00000146     
189259   o75059                         0.00000146     
189260   o276497                        0.00000146     
189261   o276498                        0.00000146     
189262   o276499                        0.00000146     
189263   o276500                        0.00000146     
189264   o110484                        0.00000146     
189265   o195750                        0.00000146     
189266   o60032                         0.00000146     
189267   o249989                        0.00000146     
189268   o257357                        0.00000146     
189269   o261694                        0.00000146     
189270   o1028                          0.00000146     
189271   o176                           0.00000146     
189272   o170734                        0.00000146     
189273   o149791                        0.00000146     
189274   o53690                         0.00000146     
189275   o225603                        0.00000146     
189276   o107099                        0.00000146     
189277   o17868                         0.00000146     
189278   o237081                        0.00000146     
189279   o128035                        0.00000146     
189280   o101255                        0.00000146     
189281   o17013                         0.00000146     
189282   o39565                         0.00000146     
189283   o32579                         0.00000146     
189284   o151160                        0.00000146     
189285   o98282                         0.00000146     
189286   o247402                        0.00000146     
189287   o56754                         0.00000146     
189288   o19921                         0.00000146     
189289   o122695                        0.00000146     
189290   o229315                        0.00000146     
189291   o205293                        0.00000146     
189292   o227005                        0.00000146     
189293   o168967                        0.00000146     
189294   o128428                        0.00000146     
189295   o230249                        0.00000146     
189296   o229341                        0.00000146     
189297   o24542                         0.00000146     
189298   o222597                        0.00000146     
189299   o194812                        0.00000146     
189300   o186690                        0.00000146     
189301   o219158                        0.00000146     
189302   o108888                        0.00000146     
189303   o65265                         0.00000146     
189304   o169853                        0.00000146     
189305   o155676                        0.00000146     
189306   o121549                        0.00000146     
189307   o11809                         0.00000146     
189308   o225190                        0.00000146     
189309   o104576                        0.00000146     
189310   o72610                         0.00000146     
189311   o78047                         0.00000146     
189312   o15868                         0.00000146     
189313   o12625                         0.00000146     
189314   o118385                        0.00000146     
189315   o237786                        0.00000146     
189316   o158109                        0.00000146     
189317   o26509                         0.00000146     
189318   o194705                        0.00000146     
189319   o25216                         0.00000146     
189320   o6912                          0.00000146     
189321   o113526                        0.00000146     
189322   o60010                         0.00000146     
189323   o211643                        0.00000146     
189324   o207483                        0.00000146     
189325   o87085                         0.00000146     
189326   o213275                        0.00000146     
189327   o188889                        0.00000146     
189328   o178417                        0.00000146     
189329   o27712                         0.00000146     
189330   o70191                         0.00000146     
189331   o228783                        0.00000146     
189332   o145073                        0.00000146     
189333   o19939                         0.00000146     
189334   o15734                         0.00000146     
189335   o15574                         0.00000146     
189336   o113804                        0.00000146     
189337   o157417                        0.00000146     
189338   o100515                        0.00000146     
189339   o25318                         0.00000146     
189340   o121139                        0.00000146     
189341   o51007                         0.00000146     
189342   o246921                        0.00000146     
189343   o149806                        0.00000146     
189344   o202189                        0.00000146     
189345   o172678                        0.00000146     
189346   o241323                        0.00000146     
189347   o185320                        0.00000146     
189348   o104463                        0.00000146     
189349   o228878                        0.00000146     
189350   o113356                        0.00000146     
189351   o38086                         0.00000146     
189352   o225669                        0.00000146     
189353   o71591                         0.00000146     
189354   o133328                        0.00000146     
189355   o229377                        0.00000146     
189356   o58873                         0.00000146     
189357   o207643                        0.00000146     
189358   o100106                        0.00000146     
189359   o213260                        0.00000146     
189360   o228849                        0.00000146     
189361   o46921                         0.00000146     
189362   o91888                         0.00000146     
189363   o85309                         0.00000146     
189364   o88590                         0.00000146     
189365   o95166                         0.00000146     
189366   o169640                        0.00000146     
189367   o209029                        0.00000146     
189368   o261612                        0.00000146     
189369   o180127                        0.00000146     
189370   o137438                        0.00000146     
189371   o241250                        0.00000146     
189372   o247638                        0.00000146     
189373   o219446                        0.00000146     
189374   o155043                        0.00000146     
189375   o155045                        0.00000146     
189376   o155053                        0.00000146     
189377   o72053                         0.00000146     
189378   o71661                         0.00000146     
189379   o82072                         0.00000146     
189380   o91798                         0.00000146     
